appid,name,developer,publisher,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
527750,Merger 3D,"Mahhaon, Art-Arcade, Sun Pixel",Sometimes You,81,111,0,"200,000 .. 500,000",228,0,224,0,65,299,78,0,English,"Action, Indie","Action, Indie, FPS, Pixel Graphics, Retro, First-Person"
905270,Merlin Soccer,Educational Games,Educational Games,0,1,0,"200,000 .. 500,000",0,0,0,0,49,199,75,0,English,"Casual, Indie","Indie, Casual"
412210,Warfront Defenders,Flying Robot Studios,Flying Robot Studios,22,23,0,"200,000 .. 500,000",284,0,263,0,499,499,0,0,English,"Action, Indie, Strategy, Early Access","RTS, Tower Defense, Action RTS, World War II, Real Time Tactics, Wargame, Strategy, Top-Down, Historical, Action, Tactical, Military, War, Artificial Intelligence, Singleplayer, Replay Value, Early Access, Indie"
1409250,Harmless Demons,Percepied,Percepied,2,1,0,"200,000 .. 500,000",0,0,0,0,499,499,0,0,English,Indie,"Experimental, Puzzle, Investigation, 2D, Rogue-lite, Science, Demons, Mining, Detective, Lovecraftian, Building, Crafting, Supernatural, Resource Management, Hex Grid, Colorful, Cute, Fantasy, Magic, Psychological"
1469330,Unlimited Fight,"Erasmo Cândido Mutemba, Dilto João Banze, Osvaldo Dos Santos Cândido Mutemba",Metal Frontline Game Studio,3,1,0,"200,000 .. 500,000",0,0,0,0,99,99,0,0,English,"Action, Casual, Indie","Fighting, 3D Fighter, Martial Arts, Indie, Action, Combat, Local Multiplayer, Singleplayer, PvP, 3D, Modern, Casual"
623580,POBEDA,"RCG, MyST",RCG,56,60,0,"200,000 .. 500,000",249,0,268,0,30,99,70,0,English,"Action, Casual, Indie","Indie, Casual, Action"
1957240,Hacker Man,GamesBraz,GamesBraz,0,6,0,"200,000 .. 500,000",0,0,0,0,149,299,50,0,English,"Action, Adventure, Casual, Indie, Strategy","Hacking, Loot, Tactical, Programming, Heist, Adventure, Assassin, Realistic, Crime, Combat, Military, Looter Shooter, Stealth, Exploration, Bullet Hell, Collectathon, Grand Strategy, Shoot 'Em Up, Turn-Based Tactics, Strategy"
446030,Corroded,Encircle Games,Encircle Games,73,14,0,"200,000 .. 500,000",115,0,88,0,0,0,0,0,English,"Action, Indie, Early Access","Early Access, Indie, Action, MOBA, Multiplayer, Futuristic, Replay Value, Top-Down, Robots"
791950,Hiking Simulator 2018,Shoho Games,Shoho Games,8,21,0,"200,000 .. 500,000",0,0,0,0,49,199,75,0,English,"Adventure, Casual, Indie, Simulation","Memes, Survival Horror, Exploration, Casual, Open World, Survival, Martial Arts, Walking Simulator, Nature, 3D, Funny, Relaxing, Snow, Parody , Cute, Simulation, Comedy, Atmospheric, Adventure, Combat"
1568450,Search for the Titanic,Capstone Software,Ziggurat,1,0,0,"200,000 .. 500,000",0,0,0,0,324,499,35,0,English,"Simulation, Strategy","Exploration, Underwater, Investigation, Submarine, Management, Naval, Strategy, Resource Management, Historical, Pixel Graphics, Realistic, Time Management, Simulation, Science, Colorful, 1980s, Retro, Mystery, Singleplayer"
1423410,Zone of Death,MAD Studio,MAD Studio,2,3,0,"200,000 .. 500,000",0,0,0,0,399,399,0,0,English,"Action, Indie, Massively Multiplayer, Early Access","Early Access, Action, Shooter, PvP, First-Person, Realistic, Military, Character Customization, Multiplayer, Team-Based, Arcade, Tactical, Third Person, Hero Shooter, Arena Shooter, Shoot 'Em Up, Wargame, FPS, Open World Survival Craft, Exploration"
330000,Kingdoms CCG,Ganz Studio,Ganz,72,67,0,"200,000 .. 500,000",112,0,31,0,0,0,0,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Portugal","Free to Play, Strategy","Free to Play, Trading Card Game, Strategy, Multiplayer, Fantasy, PvP, PvE, Card Game"
412290,The Dreamlord,mesetts,New Reality Games,69,108,0,"200,000 .. 500,000",241,0,265,0,99,199,50,0,English,"Adventure, Casual, Indie","Adventure, Casual, Indie"
1492930,IMUGI,Rising Dragon Studio,Rising Dragon Studio,3,2,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0,English,Casual,"Casual, Point & Click, 3D, Isometric, Mythology, Singleplayer"
1469750,3x3 the immersive fiction chapter one : Math awakening,"3x3.zero, Treecirle Media","3x3.zero, Treecircle Media",4,0,0,"200,000 .. 500,000",0,0,0,0,499,499,0,0,"English, French","Adventure, Casual, Indie, Early Access","Early Access, Investigation, Anime, Cartoony, Comic Book, Cinematic, Stylized, 1980s, 1990's, Conspiracy, Cyberpunk, Dark Fantasy, Drama, Detective, Story Rich, Illuminati, Casual, Lovecraftian, Experimental, Puzzle"
1360270,Gem Wizards Tactics,Keith Burgun Games,Keith Burgun Games,48,7,0,"200,000 .. 500,000",0,0,0,0,1349,1499,10,0,English,"Indie, Simulation, Strategy","Tactical, Hex Grid, Singleplayer, Turn-Based Tactics, Rogue-lite, 2D, Turn-Based Strategy, Strategy, Cute, Funny, Procedural Generation, Turn-Based Combat, Cartoony, Colorful, Pixel Graphics, Demons, Fantasy, Magic, Destruction, Grid-Based Movement"
438010,PulseCharge,Frozenmerk Games,Frozenmerk Games,82,80,0,"200,000 .. 500,000",252,0,270,0,59,99,40,0,English,"Action, Indie","Indie, Platformer, Action, 2D, Puzzle, Side Scroller, Precision Platformer, Puzzle-Platformer, Cartoon, Cartoony, Hand-drawn, Fantasy, Psychedelic, Female Protagonist, Artificial Intelligence, Combat, PvE, Score Attack, Singleplayer, Exploration"
592100,Flotilla 2,Blendo Games,Blendo Games,21,7,0,"200,000 .. 500,000",0,0,0,0,499,999,50,0,English,"Indie, Strategy","Strategy, Turn-Based Tactics, Space Sim, VR, Tactical, First-Person, Action, Sci-fi, Turn-Based, Turn-Based Strategy, Turn-Based Combat, Space, Moddable, Physics, Singleplayer, Indie, Real-Time with Pause, Casual, Naval, Free to Play"
1560560,村庄-The Village,橙光游戏,橙光游戏,5,6,0,"200,000 .. 500,000",0,0,0,0,899,899,0,0,"English, Not supported, Simplified Chinese","Adventure, Casual, Indie, RPG, Strategy","RPG, Interactive Fiction, Visual Novel, Detective, Mystery, Thriller, Horror, Puzzle, Casual, Story Rich, Multiple Endings, Adventure, Strategy, Strategy RPG, 2D Platformer, Anime, Drama, Psychological Horror, Logic, Singleplayer"
689300,Monsteria,Sharkbird,Sharkbird,5,0,0,"200,000 .. 500,000",0,0,0,0,799,799,0,0,English,"Action, Casual, Indie","Top-Down Shooter, Shoot 'Em Up, Bullet Hell, Arcade, Indie, Shooter, Singleplayer, 2D, Pixel Graphics, Action, Action Roguelike, Rogue-like, Rogue-lite, 2.5D, Third Person, Casual, Third-Person Shooter, Top-Down, Twin Stick Shooter, PvE"
953820,Parkan: Iron Strategy,GameXP.com,GameXP.com,21,4,0,"200,000 .. 500,000",0,0,0,0,149,299,50,0,"English, Russian","Action, Adventure, Simulation","Action, Simulation, Mechs, Strategy, RPG, RTS, Exploration, FPS, CRPG, 3D, First-Person, Sci-fi, Robots, 1990's, Atmospheric, Futuristic, Old School, Combat, Story Rich, PvE"
1137220,Elite Soldier: 3D Shooter,IO Games,IO Games,9,5,0,"100,000 .. 200,000",0,0,0,0,199,199,0,0,"English, Russian, Arabic, Traditional Chinese, Korean, Portuguese - Portugal",Action,"FPS, Shooter, First-Person, Sniper, Tactical, Wargame, Military, War, Gun Customization, Realistic, Violent, Action, Mature, PvE, Singleplayer, Linear, Physics, 3D, Modern, Indie"
2010400,Hell Green Blue,Grogovsly,BonDOS,13,2,0,"100,000 .. 200,000",0,0,0,0,249,2499,90,0,English,Indie,"Difficult, Rogue-like, 2D, Cute, Minimalist, Action, Robots, Indie, Singleplayer, Pixel Graphics"
462110,3 Coins At School,89AM Studio,89AM Studio,43,67,0,"100,000 .. 200,000",334,0,334,0,499,499,0,0,English,"Casual, Indie, Simulation, Sports, Strategy","Casual, Indie, Strategy, Simulation, Sports"
2206570,Geolosys,Sujiko,GigantGame-A,10,1,0,"50,000 .. 100,000",0,0,0,0,3499,3499,0,0,English,Indie,"Match 3, Difficult, Puzzle, 2D, Choices Matter, Minimalist, Pixel Graphics, Logic, Indie, Casual, Singleplayer"
562240,The Spirit Underneath,Acuze Interactives,Displacement Studios,36,70,0,"100,000 .. 200,000",236,0,229,0,99,99,0,0,English,"Violent, Adventure, Indie","Indie, Adventure, Violent, Horror"
1397170,Anime Wave Simulator,SeedWall,SeedWall,38,26,0,"100,000 .. 200,000",0,0,0,0,79,199,60,0,English,"Action, Indie","Arena Shooter, FPS, Exploration, Open World, PvE, Shooter, First-Person, 3D, Cute, Comic Book, Action, Parody , Cartoony, Minimalist, Stylized, Loot, Anime, Atmospheric, Comedy, Artificial Intelligence"
620350,Dark Hope: A Puzzle Adventure,"Broken Bunny Studios, Inc","Broken Bunny Studios, Inc",9,8,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0,English,"Adventure, Indie","Adventure, Indie, First-Person, Horror, Mystery, Psychological Horror, Steampunk, Puzzle, Detective, Point & Click, Survival Horror, 3D, Atmospheric, Conspiracy, Dark, Alternate History, Post-apocalyptic, Story Rich, Choices Matter, Singleplayer"
448830,ASMR Universe,Colossal Wreck,Colossal Wreck,79,35,0,"100,000 .. 200,000",244,0,265,0,119,299,60,0,English,Utilities,"Utilities, Relaxing, Atmospheric, Indie, Casual, Experimental, Software, Cute, Abstract, Singleplayer, Sandbox, Music, Audio Production, 2D, Great Soundtrack, Dark, Simulation, Minimalist, Psychedelic, Surreal"
1512860,Pixelot,Kyle Berger,Kyle Berger,24,3,0,"100,000 .. 200,000",0,0,0,0,599,599,0,0,English,"Adventure, Indie, RPG, Strategy","JRPG, Party-Based RPG, RPG, Turn-Based Strategy, Pixel Graphics, Character Customization, Family Friendly, 2D, Cute, Top-Down, Linear, Procedural Generation, Turn-Based Combat, Colorful, Minimalist, Fantasy, Medieval, Comedy, Adventure, Old School"
701900,Splat the Blob,Simple Blue,Simple Blue,78,9,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,English,Adventure,"Adventure, 3D Platformer"
1651880,Welcome To Lakewood,Space Slug Studios,Space Slug Studios,7,2,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0,English,"Adventure, Indie","Horror, First-Person, Investigation, Mystery, Adventure, Psychological Horror, Thriller, Story Rich, Exploration, 3D, Stylized, Conspiracy, Hidden Object, Supernatural, Dark, Psychological, Interactive Fiction, Artificial Intelligence, Choices Matter, Combat"
2026290,Military Attack,GamesBraz,GamesBraz,0,3,0,"100,000 .. 200,000",0,0,0,0,209,299,30,0,English,"Action, Adventure, Casual, Indie","Action, World War II, Shooter, Singleplayer, War, Military, First-Person, Atmospheric, Linear, Realistic, Real Time Tactics, Adventure, Tactical, Casual, FPS, RTS, Life Sim, Bullet Hell, Action RTS, Shoot 'Em Up"
1339790,Battleground,xFAIRx,xFAIRx,12,11,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0,English,"Action, Massively Multiplayer, Simulation","Action, Battle Royale, PvP, Realistic, Shooter, Simulation, Zombies, Post-apocalyptic, Wargame, FPS, Third-Person Shooter, Third Person, First-Person, War, Military, 6DOF, Score Attack, Team-Based, Gun Customization, Inventory Management"
738190,Morth,Hidden Crawlspace Studios,Hidden Crawlspace Studios,3,1,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0,English,"Action, Adventure, Indie, RPG","Horror, Choose Your Own Adventure, Investigation, Exploration, Interactive Fiction, RPG, Point & Click, Experimental, 2D, Text-Based, Detective, Choices Matter, Conversation, Linear, Multiple Endings, Narration, Story Rich, Puzzle, Pixel Graphics, Dark Fantasy"
395910,Get Rich or Die Gaming,Baller Industries,Baller Industries,6,25,0,"0 .. 20,000",0,0,0,0,299,299,0,0,English,Adventure,"Adventure, Point & Click, Simulation, Visual Novel, Walking Simulator, Dating Sim, Choose Your Own Adventure, Anime, Comedy, Memes, Historical, Inventory Management, Singleplayer, Indie, Fishing, Illuminati"
407050,Mussoumano: Ataque dos Haters,Maqna Interactive Ltda,Maqna Interactive Ltda,26,7,0,"100,000 .. 200,000",19,0,19,0,249,999,75,0,"English, Portuguese - Brazil","Adventure, Indie, Early Access","2.5D, Platformer, 3D Platformer, Side Scroller, 1990's, Linear, Funny, Nostalgia, 3D, Retro, Controller, Action-Adventure, Early Access, 2D Platformer, Comedy, Singleplayer, Memes, Adventure, PvP, Story Rich"
1488640,Wholesome Slaughter,Eclipse Game Labs,Patrick Simeon,37,3,0,"100,000 .. 200,000",0,0,0,0,74,99,25,0,English,"Action, Indie","FPS, Action, Arcade, Shoot 'Em Up, Retro, Arena Shooter, Singleplayer, 2.5D, Fast-Paced, Old School, Violent, Dark Comedy, Cute, Cartoony, Linear, First-Person, Fantasy, Combat, Shooter, Indie"
1969930,Decisive Strike,Crisis Cleaver,Crisis Cleaver,0,1,0,"100,000 .. 200,000",0,0,0,0,1199,1199,0,0,English,"Action, Indie, Early Access","Arena Shooter, Third-Person Shooter, PvP, Shooter, Third Person, Action, Post-apocalyptic, Team-Based, Realistic, Stylized, Sci-fi, Dystopian , Tactical, War, Combat, Multiplayer, Online Co-Op, Singleplayer, Violent, Early Access"
637310,Stream Service,SirGoose,IFreezeNO,31,33,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0,English,"Casual, Indie, Simulation","Casual, Simulation, Indie, Adventure, Survival, Base-Building, Clicker"
1533870,Atrius Star,Atomic Lollypop,Atomic Lollypop,5,0,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,English,"Action, Indie","Action, Rogue-lite, Rogue-like, Artificial Intelligence, Shooter, Tactical, Combat, Demons, Loot, Top-Down, Retro, Pixel Graphics, Singleplayer, 2D, 2.5D, 1980s, 1990's, Dystopian , Dark, Nonlinear"
71113,Sonic The Hedgehog,SEGA,SEGA,34,4,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,English,"Action, Adventure","Classic, Platformer, 2D, Retro, Great Soundtrack, Adventure, Action, Singleplayer, 1990's, Pixel Graphics, Fast-Paced, Family Friendly, Colorful, Difficult, 2D Platformer, Side Scroller, Cartoony"
839740,戾谈,SPG Mistarille,SPG Mistarille,73,24,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,"English, Not supported, Simplified Chinese","Adventure, Indie, RPG","Horror, 2D Platformer, Puzzle-Platformer, RPG, Interactive Fiction, Visual Novel, 2D, 2.5D, Comic Book, Psychological Horror, Story Rich, Multiple Endings, Text-Based, Puzzle, Thriller, Mythology, Drama, Mystery, Atmospheric, Adventure"
947310,Wonderland Trails,Educational Games,Educational Games,1,4,0,"100,000 .. 200,000",0,0,0,0,49,199,75,0,English,"Casual, Indie","Indie, Casual"
1341960,Fuhrer in LA - Special Edition,Ankaar Productions,Ankaar Productions,65,7,0,"100,000 .. 200,000",0,0,0,0,199,199,0,0,English,"Action, Adventure, Casual","Parody , Action, Adventure, Action-Adventure, Satire, Comedy, Casual, Alternate History, Top-Down, Dark Humor, Narration, Dark Comedy, Cartoony, World War II, 2D, Top-Down Shooter, Singleplayer, Arcade, Shooter, Beat 'em up"
448640,Elements II: Hearts of Light,Soul Catapult,New Reality Games,80,56,0,"100,000 .. 200,000",240,0,254,0,0,0,0,0,English,"Indie, RPG, Early Access","Early Access, Indie, RPG, RPGMaker"
349440,The Undying Plague,Pixel Theory Games,Pixel Theory Games,54,86,0,"100,000 .. 200,000",323,0,336,0,99,99,0,0,English,"Action, Indie","Indie, Action, Zombies"
1366680,San Diablos,Antti Juotasniemi,Antti Juotasniemi,5,6,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,English,"Action, Indie","Horror, Action, Shooter, Dark, First-Person, Singleplayer, FPS, Indie, Violent, Atmospheric"
1462210,Battle Bugs,"Epyx, Inc.",Pixel Games UK,11,0,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0,"English, French, German","Simulation, Strategy","RTS, Real-Time with Pause, Pixel Graphics, Isometric, Retro, Wargame, Real Time Tactics, Military, War, Local Multiplayer, Funny, Strategy, PvP, Simulation, PvE, Tactical, Comedy, Cartoon, Combat, Singleplayer"
855320,The 18th Floor,Aoga Games,Aoga Games,16,16,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese","Adventure, Casual, Indie","Puzzle-Platformer, Immersive Sim, Dungeon Crawler, Puzzle, Underground, Detective, Strategy, RPG, VR, 360 Video, 3D, 3D Vision, FMV, Trains, Mystery, Thriller, Crime, First-Person, Psychological Horror, Horror"
1525770,The Dark Side of the Moon: An Interactive FMV Thriller,Tayanna Studios,Tayanna Studios,80,39,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0,English,"Action, Adventure, Casual, Indie, RPG","FMV, Adventure, Cinematic, Mystery, Point & Click, Exploration, Investigation, Puzzle, Choose Your Own Adventure, Atmospheric, Aliens, Action-Adventure, Conspiracy, Detective, Emotional, Drama, Horror, Fantasy, Comedy, RPG"
629380,Cosmic Pioneer,Amaterasu Software,Amaterasu Software,17,28,0,"100,000 .. 200,000",290,0,285,0,51,99,48,0,English,"Casual, Indie, Simulation","Indie, Casual, Simulation"
956000,Su Hack,Eric L.,EL TECH,4,1,0,"100,000 .. 200,000",0,0,0,0,399,399,0,0,"English, French, Spanish - Spain, Portuguese - Portugal, German","Casual, Indie, Massively Multiplayer, Simulation, Strategy, Early Access","Hacking, Simulation, Crime, Stealth, Heist, Strategy, Indie, Massively Multiplayer, Casual, PvP, Multiplayer, Early Access"
581820,Judas,Studio48,Meridian4,81,34,0,"100,000 .. 200,000",250,0,270,0,104,299,65,0,"English, Spanish - Spain, Russian","Action, Adventure, Casual, Indie","Psychological Horror, Horror, Dark, Supernatural, Adventure, Exploration, Hidden Object, Puzzle, Point & Click, Action-Adventure, First-Person, 3D, Detective, Action, Thriller, Demons, Stealth, Survival, Investigation, Mystery"
1951940,Eschaton,jabuga,jabuga,26,0,0,"100,000 .. 200,000",0,0,0,0,299,299,0,0,English,"Action, Adventure, Casual, Indie","Surreal, Conspiracy, Philosophical, Illuminati, Adventure, Psychedelic, Casual, Mystery, Stylized, Female Protagonist, Interactive Fiction, Detective, Puzzle, Sandbox, Visual Novel, Walking Simulator, Exploration, Hidden Object, 3D, Nonlinear"
568780,Multishop Tycoon Deluxe,Maulidan Games,Maulidan Games,22,9,0,"100,000 .. 200,000",383,0,396,0,419,699,40,0,English,"Indie, Simulation, Strategy","Simulation, Resource Management, Casual, Management, Inventory Management, Strategy, Turn-Based Strategy, Indie, Isometric, Singleplayer, Building, Cartoon, Cartoony, Colorful, Cute, Linear"
1436440,Sleeper Cell,Novice Entertainment Limited,Novice Entertainment Limited,2,4,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0,English,"Action, Casual, Indie, Strategy, Early Access","Early Access, Action, Strategy, Stealth, Mystery, Multiplayer, Investigation, Detective, First-Person, Dark, Realistic, Survival, PvP, Party-Based RPG, Physics, Horror, Hacking, VR, Sci-fi, Atmospheric"
576160,A Long Road Home,One Bit Studio,One Bit Studio,33,1,0,"100,000 .. 200,000",249,0,275,0,99,199,50,0,English,"Adventure, Casual, Indie","Exploration, Puzzle, Point & Click, RPG, 2D, Cute, Top-Down, Story Rich, Multiple Endings, Linear, Casual, Pixel Graphics, Anime, Stylized, Dark Fantasy, Family Friendly, Fantasy, Mystery, Investigation, Atmospheric"
585860,Bunker 58,Acuze Interactives,Acuze Interactives,43,99,0,"100,000 .. 200,000",238,0,233,0,199,199,0,0,English,"Action, Adventure, Indie","Action, Indie, Adventure, Horror, Survival"
1859870,执剑九霄,K.Kaiser's Game Studio,K.Kaiser's Game Studio,1,2,0,"100,000 .. 200,000",0,0,0,0,280,350,20,0,"English, Not supported, Simplified Chinese","Action, Adventure, Casual, Indie, RPG, Strategy","RPG, Casual, Adventure, Turn-Based Strategy, JRPG, Action, Hand-drawn, Strategy, 2D Platformer, Tactical RPG, Action RPG, Strategy RPG, Puzzle, Choose Your Own Adventure, 2D, Cartoony, Traditional Roguelike, Cute, Colorful, Third Person"
2024210,Witness of the Night,SpoocleMacBoogle,SpoocleMacBoogle,2,2,0,"100,000 .. 200,000",0,0,0,0,299,499,40,0,English,"Adventure, Casual, Indie, Simulation","Horror, Adventure, First-Person, Singleplayer, Action, Walking Simulator, Conspiracy, Lovecraftian, Faith, Immersive Sim, Psychedelic, Exploration, Drama, Hidden Object, 3D, Noir, 1990's, Atmospheric, Demons, Space"
