appid,name,developer,publisher,positive_reviews,negative_reviews,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,languages,genres,tags
1106840,Hydroneer,Foulball Hangover,Foulball Hangover,7527,1040,"10,000,000 - 20,000,000",550,237,587,237,9.99,274,"English, Russian, Portuguese - Brazil, French, German, Turkish, Dutch, Polish, Spanish - Spain, Romanian, Simplified Chinese, Czech, Italian, Korean, Arabic","Adventure, Casual, Indie, Simulation, Strategy","Simulation, Mining, Building, Sandbox, Indie, Casual, Base-Building, Adventure, Open World, Singleplayer, Automation, Resource Management, Strategy, Multiplayer, Crafting, First-Person, Online Co-Op, Exploration, Funny, Co-op"
1106850,Totally Reliable Delivery Service Beta,We're Five Games,tinyBuild,3203,513,"10,000,000 - 20,000,000",41,0,13,0,9.99,2,English,"Action, Indie","Action, Indie, Multiplayer, Free to Play, Funny, Co-op, Online Co-Op, Physics, Open World, Local Co-Op, Local Multiplayer, Singleplayer, 4 Player Local, Split Screen, Sandbox, Family Friendly, Comedy, Simulation, Casual"
1108320,妄想破绽 Broken Delusion,,bilibili,2517,1380,"10,000,000 - 20,000,000",541,0,541,0,9.99,3,Simplified Chinese,"Adventure, Indie","Indie, Adventure, Visual Novel, Anime, Dystopian "
1113000,Persona 4 Golden,ATLUS,SEGA,50157,1434,"10,000,000 - 20,000,000",2179,1,2113,1,9.99,1425,"English, Japanese, Korean, Traditional Chinese",RPG,"JRPG, Great Soundtrack, Story Rich, Anime, Turn-Based Combat, RPG, Singleplayer, Party-Based RPG, Mystery, Turn-Based Strategy, Emotional, Multiple Endings, Detective, Colorful, Dating Sim, Adventure, Strategy, Violent, Visual Novel, Sexual Content"
1116960,UNDEFEATED,UNDEFEATED Games,Vantan Game Academy,4345,484,"10,000,000 - 20,000,000",0,0,0,0,9.99,24,"English, Japanese","Action, Free to Play, Indie","Free to Play, Superhero, Open World, Action, Multiplayer, Indie, Singleplayer, Third Person, Sandbox, Fighting, Funny, Online Co-Op"
1118200,People Playground,mestiez,Studio Minus,76218,870,"10,000,000 - 20,000,000",2918,392,707,338,9.99,5434,English,"Action, Casual, Indie, Simulation","Sandbox, Physics, Gore, Violent, Moddable, Singleplayer, Blood, 2D, Simulation, Funny, Destruction, Building, Casual, Pixel Graphics, Indie, Action, Psychological Horror, Horror, Comedy, Choose Your Own Adventure"
1120810,Eastern Exorcist,Wildfire Game（无锡野火数字科技有限公司）,bilibili,4596,779,"10,000,000 - 20,000,000",451,0,658,0,9.99,36,"English, Simplified Chinese, Japanese, Traditional Chinese","Action, Adventure, RPG","Action, RPG, Adventure, Side Scroller, 2D, Souls-like, Hack and Slash, Action RPG, Platformer, Strategy, Hand-drawn, Fantasy, Magic, Singleplayer, Violent, Indie, Difficult, Martial Arts, Metroidvania, Early Access"
1121910,"I Love You, Colonel Sanders! A Finger Lickin’ Good Dating Simulator",Psyop,KFC,9883,826,"10,000,000 - 20,000,000",0,0,0,0,9.99,27,English,"Casual, Indie, Simulation","Dating Sim, Anime, Visual Novel, Beautiful, Cult Classic, Free to Play, Story Rich, World War I, Hentai, Psychedelic, Alternate History, Simulation, Casual, Choices Matter, Great Soundtrack, Indie, Souls-like, Atmospheric, Family Friendly, FPS"
1124300,HUMANKIND,AMPLITUDE Studios,SEGA,11883,5068,"10,000,000 - 20,000,000",1191,37,773,37,9.99,1959,"English, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Korean",Strategy,"Strategy, Turn-Based Strategy, Historical, 4X, City Builder, Multiplayer, Grand Strategy, Management, Singleplayer, Turn-Based, War, Hex Grid, Simulation, Great Soundtrack, Tactical, Open World, Survival, Alternate History, Character Customization, Indie"
1127400,Mindustry,AnukenDev,AnukenDev,9382,325,"10,000,000 - 20,000,000",675,17,425,17,9.99,408,"English, Spanish - Spain, Japanese, Portuguese, Simplified Chinese, Traditional Chinese, French, German, Korean, Polish, Portuguese - Brazil, Russian, Ukrainian, Italian, Czech, Romanian, Swedish, Vietnamese",Strategy,"Base-Building, Tower Defense, Resource Management, Strategy, Multiplayer, Automation, Sandbox, Co-op, Building, Online Co-Op, Pixel Graphics, 2D, RTS, PvE, Indie, PvP, Singleplayer, Management, Action, Survival"
1128000,Cube World,Picroma,Picroma,6597,10743,"10,000,000 - 20,000,000",506,108,474,108,9.99,34,English,"Adventure, Indie, RPG","Open World, Adventure, Multiplayer, RPG, Voxel, Exploration, Indie, Online Co-Op, Fantasy, Third Person, Co-op, Pixel Graphics, Singleplayer, Procedural Generation, Crafting, Great Soundtrack, Action RPG, Sandbox, Survival, Walking Simulator"
1128810,RISK: Global Domination,SMG Studio,SMG Studio,19083,3741,"10,000,000 - 20,000,000",233,503,91,503,9.99,1640,"English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Turkish, Portuguese - Brazil","Casual, Free to Play, Strategy","Free to Play, Board Game, Multiplayer, Strategy, Turn-Based Strategy, War, Casual, Turn-Based, Tactical, Local Co-Op, Tabletop, Singleplayer, Turn-Based Tactics, Classic, Indie, Online Co-Op, Grand Strategy, Local Multiplayer, Psychological Horror, Massively Multiplayer"
1129580,Medieval Dynasty,Render Cube,Toplitz Productions,20771,2104,"10,000,000 - 20,000,000",1563,270,1446,270,9.99,2848,"English, German, Spanish - Spain, Polish, French, Portuguese - Brazil, Japanese, Portuguese, Russian, Czech, Turkish, Ukrainian, Italian, Simplified Chinese, Dutch, Swedish, Korean, Hungarian","Action, Adventure, RPG, Simulation","Survival, Building, Open World, Medieval, RPG, Singleplayer, Simulation, Crafting, City Builder, Adventure, Sandbox, Colony Sim, Multiplayer, Realistic, Resource Management, Action, Historical, First-Person, Early Access, Exploration"
1134570,F1 2021,Codemasters,Electronic Arts,15782,3018,"10,000,000 - 20,000,000",2483,648,1379,784,9.99,18345,"English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese","Racing, Simulation, Sports","Racing, Immersive Sim, Sports, Driving, Automobile Sim, PvP, e-sports, Controller, 3D, Split Screen, Simulation, Realistic, Co-op, Multiplayer, Local Multiplayer, Cinematic, Online Co-Op, VR, Singleplayer, Arcade"
1139900,Ghostrunner,"One More Level, 3D Realms, Slipgate Ironworks™, All in! Games",505 Games,33022,3001,"10,000,000 - 20,000,000",405,225,370,225,9.99,379,"English, French, Italian, German, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Korean, Traditional Chinese, Spanish - Spain",Action,"Action, Cyberpunk, Fast-Paced, First-Person, Singleplayer, Swordplay, Difficult, Futuristic, Violent, Sci-fi, Hack and Slash, Action-Adventure, Great Soundtrack, Adventure, Combat, Post-apocalyptic, Fighting, Strategy, Shooter, Interactive Fiction"
1140620,CosmicBreak Universal,"CyberStep, Inc.","CyberStep, Inc.",605,425,"10,000,000 - 20,000,000",90,0,90,0,9.99,63,"English, Japanese, Traditional Chinese","Action, Free to Play, Massively Multiplayer, RPG","Free to Play, Action, Massively Multiplayer, RPG, Adventure, Character Action Game, Shooter, 3D Fighter, Arena Shooter, Third-Person Shooter, Bullet Hell, Spectacle fighter, 3D, Third Person, Sci-fi, Mechs, Comic Book, Cyberpunk, Trading, Robots"
1145360,Hades,Supergiant Games,Supergiant Games,169085,2230,"10,000,000 - 20,000,000",1996,204,1212,169,9.99,6143,"English, French, Italian, German, Spanish - Spain, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Polish, Japanese","Action, Indie, RPG","Action Roguelike, Indie, Action, Rogue-lite, Hack and Slash, RPG, Rogue-like, Mythology, Great Soundtrack, Singleplayer, Dungeon Crawler, Story Rich, Replay Value, Isometric, Difficult, Action RPG, Hand-drawn, Atmospheric, Perma Death, LGBTQ+"
1147550,Not For Broadcast,NotGames,tinyBuild,5275,260,"10,000,000 - 20,000,000",535,0,822,0,9.99,20,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese","Adventure, Indie, Simulation, Early Access","Simulation, Point & Click, Dystopian , Indie, Choose Your Own Adventure, Choices Matter, Story Rich, Atmospheric, Dark Comedy, FMV, Multiple Endings, Political, Early Access, Political Sim, Interactive Fiction, Alternate History, Management, Politics, Singleplayer, First-Person"
1147560,Skul: The Hero Slayer,SouthPAW Games,NEOWIZ,27592,1820,"10,000,000 - 20,000,000",1361,484,778,503,9.99,1625,"English, Japanese, Korean, Simplified Chinese, German, French, Spanish - Spain, Russian, Traditional Chinese, Portuguese - Brazil, Polish","Action, Indie","Indie, Action, Action Roguelike, Pixel Graphics, Rogue-lite, Rogue-like, 2D, Singleplayer, Platformer, Adventure, Hack and Slash, Side Scroller, Villain Protagonist, Difficult, Metroidvania, Action-Adventure, Story Rich, Fantasy, Multiplayer, Cute"
1147690,NGU IDLE,4G,4G,7592,283,"10,000,000 - 20,000,000",2978,0,1938,0,9.99,5183,English,"Adventure, Free to Play, Indie, Simulation","Free to Play, Indie, Idler, Adventure, Clicker, Simulation, Funny, RPG, Singleplayer, Casual, Psychological Horror, Story Rich"
1149460,ICARUS,RocketWerkz,RocketWerkz,8175,5070,"10,000,000 - 20,000,000",1506,1506,1506,1506,9.99,19976,"English, French, German, Portuguese - Brazil, Russian, Spanish - Latin America, Japanese, Korean, Simplified Chinese, Traditional Chinese","Action, Adventure, Simulation","Survival, Open World Survival Craft, Online Co-Op, Multiplayer, Crafting, Exploration, Base-Building, Building, Open World, First-Person, PvE, Co-op, Space, Mining, Realistic, Third Person, Sandbox, Adventure, Nature, Science"
1150690,OMORI,"OMOCAT, LLC","OMOCAT, LLC",29231,425,"10,000,000 - 20,000,000",691,0,944,0,9.99,692,"English, Japanese","Adventure, Indie, RPG","Psychological Horror, Story Rich, Indie, Pixel Graphics, Hand-drawn, RPG, Great Soundtrack, Multiple Endings, RPGMaker, Horror, Colorful, Turn-Based, 2D, Party-Based RPG, Atmospheric, Exploration, Anime, JRPG, Stylized, Fantasy"
1151340,Fallout 76,Bethesda Game Studios,Bethesda Softworks,45849,17756,"10,000,000 - 20,000,000",3955,231,1427,293,9.99,6767,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Traditional Chinese, Russian, Simplified Chinese, Spanish - Latin America, Portuguese - Brazil",RPG,"Dark Comedy, RPG, Open World, Capitalism, Multiplayer, Post-apocalyptic, Survival, Base-Building, Co-op, Horror, Shooter, MMORPG, Gore, Exploration, Violent, Early Access, FPS, Atmospheric, Great Soundtrack, Singleplayer"
1151640,Horizon Zero Dawn Complete Edition,Guerrilla,PlayStation PC LLC,53374,9959,"10,000,000 - 20,000,000",1477,447,1140,311,9.99,4469,"English, French, Italian, German, Spanish - Spain, Arabic, Danish, Dutch, Finnish, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese","Action, Adventure, RPG","Open World, Adventure, Female Protagonist, Singleplayer, Action, RPG, Story Rich, Post-apocalyptic, Robots, Sci-fi, Exploration, Third Person, Beautiful, Atmospheric, Action RPG, Great Soundtrack, Archery, Hunting, Dinosaurs, Stealth"
1154790,XIII,PlayMagic,Microids,123,752,"10,000,000 - 20,000,000",0,0,0,0,9.99,4,"English, French, Italian, Spanish - Spain, German",Action,"FPS, Shooter, Stealth, PvP, Action, Comic Book, First-Person, Cartoony, Multiplayer, Singleplayer, Stylized, Remake, Conspiracy, Adventure, Violent, Classic, Cult Classic, Exploration, Comedy, Indie"
1158310,Crusader Kings III,Paradox Development Studio,Paradox Interactive,60303,4331,"10,000,000 - 20,000,000",4230,958,2135,1025,9.99,12328,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Korean","RPG, Simulation, Strategy","Strategy, RPG, Simulation, Medieval, Grand Strategy, Historical, Political, War, Singleplayer, Choices Matter, Management, Multiplayer, Sandbox, Character Customization, Real-Time with Pause, Moddable, PvP, Sexual Content, Nudity, Dating Sim"
1161580,Hardspace: Shipbreaker,Blackbird Interactive,Focus Home Interactive,9073,1013,"10,000,000 - 20,000,000",1727,139,906,139,9.99,338,"English, French, German, Simplified Chinese, Russian, Italian, Spanish - Spain, Portuguese - Brazil, Traditional Chinese","Simulation, Early Access","Simulation, Space, Sci-fi, Physics, Early Access, Sandbox, Singleplayer, Destruction, Puzzle, Strategy, First-Person, Space Sim, Futuristic, Dystopian , Open World, Building, Procedural Generation, Action, Great Soundtrack, Relaxing"
1162520,Richman10,"Softstar Technology (Beijing) Co.,Ltd",SOFTSTAR ENTERTAINMENT,5638,5225,"10,000,000 - 20,000,000",539,0,412,0,9.99,1092,"English, Simplified Chinese, Traditional Chinese","Casual, Strategy","Casual, Multiplayer, Tabletop, Strategy, Board Game, Local Multiplayer, Co-op, Anime, Cute"
1164850,Sinking Simulator,Wicpar,Pac0master,2185,382,"10,000,000 - 20,000,000",0,0,0,0,9.99,59,English,"Casual, Free to Play, Indie, Simulation","Free to Play, Simulation, Indie, Sandbox, Casual, Destruction, Physics, 2D, Singleplayer, Multiplayer"
1167630,Teardown,Tuxedo Labs,Tuxedo Labs,27914,1345,"10,000,000 - 20,000,000",1273,140,522,125,9.99,2795,English,"Action, Indie, Simulation, Strategy, Early Access","Early Access, Destruction, Physics, Sandbox, Voxel, Heist, First-Person, Open World, Singleplayer, Realistic, Simulation, Action, Puzzle, Tactical, Indie, Driving, Replay Value, Immersive Sim, 3D, Puzzle-Platformer"
1170880,Grimm's Hollow,ghosthunter,ghosthunter,8909,128,"10,000,000 - 20,000,000",0,0,0,0,9.99,12,"English, Russian, Portuguese - Brazil, Spanish - Latin America, Japanese, Simplified Chinese, Spanish - Spain","Adventure, Free to Play, Indie, RPG","Free to Play, Pixel Graphics, RPG, Indie, Singleplayer, Adventure, Cute, Story Rich, Multiple Endings, Turn-Based, RPGMaker, Female Protagonist, Great Soundtrack, 2D, Emotional, JRPG, Short, Turn-Based Combat, Horror, Atmospheric"
1172380,STAR WARS Jedi: Fallen Order,Respawn Entertainment,Electronic Arts,75142,8187,"10,000,000 - 20,000,000",991,227,875,351,9.99,2054,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Action, Adventure","Action-Adventure, Third Person, Souls-like, Swordplay, Platformer, Open World, Story Rich, Exploration, RPG, Action, Sci-fi, Fighting, Space, Metroidvania, Fantasy, Puzzle, Hack and Slash, Adventure, Atmospheric, Family Friendly"
1172470,Apex Legends,Respawn Entertainment,Electronic Arts,312312,48027,"10,000,000 - 20,000,000",4226,561,569,220,9.99,205692,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America","Action, Adventure, Free to Play","Free to Play, Battle Royale, Multiplayer, Shooter, First-Person, FPS, PvP, Hero Shooter, Action, Team-Based, Character Customization, Survival, Tactical, Sci-fi, Loot, Funny, Lore-Rich, Cyberpunk, Cinematic, Science"
1172620,Sea of Thieves,Rare Ltd,Xbox Game Studios,165618,17583,"10,000,000 - 20,000,000",2561,390,1260,159,9.99,11435,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Korean, Polish, Japanese, Turkish","Action, Adventure","Adventure, Multiplayer, Open World, Pirates, Action, Co-op, Online Co-Op, Sailing, PvP, First-Person, Exploration, Naval, Funny, PvE, Atmospheric, Massively Multiplayer, Swordplay, Great Soundtrack, FPS, Singleplayer"
1173690,Resident Evil 3: Raccoon City Demo,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",9059,1047,"10,000,000 - 20,000,000",0,0,0,0,9.99,34,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",Action,"Action, Free to Play, Multiplayer, Zombies, Horror, Survival Horror, Gore, Violent, Remake, Singleplayer, Third-Person Shooter, Sexual Content, Survival, Female Protagonist, Shooter, Third Person, Open World, Co-op, Atmospheric, Story Rich"
1174180,Red Dead Redemption 2,Rockstar Games,Rockstar Games,200229,29397,"10,000,000 - 20,000,000",4315,271,2161,67,9.99,28449,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Action, Adventure","Open World, Adventure, Story Rich, Western, Action, Multiplayer, Realistic, Shooter, Singleplayer, Atmospheric, Third-Person Shooter, Horses, Beautiful, Great Soundtrack, Mature, Third Person, Sandbox, First-Person, Gore, FPS"
1178490,港詭實錄ParanormalHK,Ghostpie Studio,"Ghostpie Studio, Gamera Game",9387,1046,"10,000,000 - 20,000,000",252,63,220,63,9.99,159,"Traditional Chinese, English, Simplified Chinese, Japanese","Adventure, Indie","Horror, Adventure, Psychological Horror, Indie, Sexual Content, Multiplayer, Thriller, Puzzle, Singleplayer, Drama, First-Person, Atmospheric, Funny, Dark, Action, Dating Sim, Walking Simulator, Nudity"
1178830,Bright Memory: Infinite,FYQD-Studio,"FYQD-Studio, PLAYISM",21545,1481,"10,000,000 - 20,000,000",132,26,100,26,9.99,486,"English, Simplified Chinese, Japanese, French, Italian, German, Spanish - Latin America, Portuguese - Brazil, Russian, Traditional Chinese, Korean","Action, Indie","Action, Indie, Female Protagonist, FPS, Sexual Content, Sci-fi, Gore, Singleplayer, First-Person, Violent, Shooter, Hack and Slash, Anime, Nudity, Souls-like"
1180380,Stay Out,Mobile Technologies LLC,Mobile Technologies LLC,5805,5525,"10,000,000 - 20,000,000",151,11,32,11,9.99,1736,"English, Russian","Action, Free to Play, Indie, Massively Multiplayer, RPG, Early Access","Free to Play, Survival, Multiplayer, Open World, Online Co-Op, Massively Multiplayer, Co-op, Horror, Zombies, Action, RPG, Post-apocalyptic, FPS, Singleplayer, Early Access, PvP, MMORPG, Indie, Violent, Atmospheric"
